Grupo de anuncios;Audiencia: Edad;Audiencia: País;Audiencia: Tipo de dispositivo;Audiencia: Género;Campaña: Tipo de canal publicitario;Campaña: Nombre de campaña;? Conversiones: Valor total de conversiones;Conversiones: Categoría de acción de conversión;Conversiones: Nombre de acción de conversión;? Conversiones: Valor de conversiones;? Coste: Importe gastado;Dimensión: Fecha;Dimensión: Fuente;? Rendimiento: Total de conversiones;? Rendimiento: Clics;? Rendimiento: Conversiones;? Rendimiento: Impresiones;? Vídeo: Visualizaciones;CPC Coste por clic;CPV Coste por visualización
Leads Potenciales;25-34;Colombia;Ordenador;Otro;Social;Reactivación;2120.52;Formulario;Descarga App;1028.83;697.16;2024-12-09;YouTube;183;50500;106;378031;15839;0.0138;0.044
Leads Potenciales;45-54;Colombia;Ordenador;Femenino;Video;Black Friday;2018.92;Descarga;Descarga App;1202.58;838.68;2024-01-12;Facebook;153;30287;131;331884;10774;0.0277;0.0778
Leads Potenciales;45-54;México;Ordenador;Femenino;Video;Nuevos Clientes;1709.64;Descarga;Descarga App;1662.71;837.96;2024-06-14;YouTube;104;34860;147;206515;19599;0.024;0.0428
Clientes Frecuentes;35-44;España;Ordenador;Masculino;Búsqueda;Nuevos Clientes;3261.38;Compra;Suscripción Newsletter;1453.28;693.49;2024-08-14;Google;187;44928;91;463035;11618;0.0154;0.0597
Leads Potenciales;45-54;Colombia;Tablet;Otro;Display;Black Friday;2227.5;Registro;Suscripción Newsletter;1474.16;630.45;2024-10-01;YouTube;176;48268;109;428436;15136;0.0131;0.0417
Campaña de Remarketing;18-24;México;Tablet;Otro;Display;Black Friday;2089.45;Formulario;Descarga App;1133.97;733.38;2024-05-20;Instagram;186;38241;58;282835;12388;0.0192;0.0592
Segmento Interesados;25-34;México;Ordenador;Masculino;Búsqueda;Nuevos Clientes;2226.57;Registro;Compra Online;1418.1;722.36;2024-05-06;YouTube;103;40456;143;172335;16511;0.0179;0.0438
Clientes Frecuentes;35-44;España;Ordenador;Otro;Social;Nuevos Clientes;3208.02;Compra;Descarga App;976.66;673.13;2024-04-11;Google;123;31789;51;382477;11664;0.0212;0.0577
Leads Potenciales;35-44;México;Móvil;Femenino;Social;Reactivación;3197.32;Compra;Compra Online;1231.03;805.05;2024-04-10;Google;177;35379;150;339551;13766;0.0228;0.0585
Campaña de Remarketing;18-24;España;Móvil;Otro;Búsqueda;Promo Verano;2555.54;Formulario;Compra Online;1359.57;818.68;2024-02-23;Google;176;25824;131;190227;17224;0.0317;0.0475
Leads Potenciales;25-34;Colombia;Tablet;Masculino;Display;Promo Verano;2814.02;Compra;Formulario Contacto;959.11;835.59;2024-08-06;YouTube;133;46394;132;445714;14493;0.018;0.0577
Clientes Frecuentes;45-54;México;Tablet;Femenino;Social;Promo Verano;3191.15;Compra;Suscripción Newsletter;892.31;752.7;2024-04-14;Instagram;178;33916;87;364432;13424;0.0222;0.0561
Segmento Interesados;18-24;España;Ordenador;Masculino;Social;Nuevos Clientes;3069.03;Compra;Formulario Contacto;1402.2;619.04;2024-08-28;Google;185;37329;141;469068;16861;0.0166;0.0367
Clientes Frecuentes;35-44;México;Tablet;Masculino;Video;Black Friday;2230.3;Registro;Formulario Contacto;1271.92;796.27;2024-08-05;YouTube;107;37698;168;477376;16627;0.0211;0.0479
Segmento Interesados;35-44;México;Ordenador;Otro;Social;Promo Verano;2883.61;Descarga;Compra Online;1077.19;692.29;2024-06-09;Google;142;32642;116;408355;16536;0.0212;0.0419
Segmento Interesados;25-34;Argentina;Ordenador;Masculino;Búsqueda;Promo Verano;2864.04;Descarga;Descarga App;1442.48;681.13;2024-04-14;Google;126;46704;127;407290;19133;0.0146;0.0356
Leads Potenciales;35-44;España;Ordenador;Femenino;Social;Black Friday;2016.14;Registro;Formulario Contacto;1248.35;553.61;2024-02-18;Instagram;164;26187;57;270581;11986;0.0211;0.0462
Leads Potenciales;35-44;Colombia;Ordenador;Femenino;Búsqueda;Reactivación;2192.04;Compra;Descarga App;1643.87;467.8;2024-07-13;YouTube;112;34544;163;184440;12908;0.0135;0.0362
Clientes Frecuentes;25-34;España;Tablet;Femenino;Video;Reactivación;1898.11;Compra;Descarga App;1384.36;769.69;2024-02-21;Google;159;47153;71;284597;14265;0.0163;0.054
Clientes Frecuentes;18-24;México;Móvil;Femenino;Búsqueda;Reactivación;3252.47;Formulario;Descarga App;1096.22;460.23;2024-06-14;Instagram;101;42851;144;501208;19300;0.0107;0.0238
Clientes Frecuentes;18-24;Argentina;Tablet;Femenino;Social;Promo Verano;3016.53;Compra;Formulario Contacto;1046.05;590.04;2024-12-24;Google;86;47659;149;290285;19224;0.0124;0.0307
Campaña de Remarketing;45-54;México;Móvil;Otro;Búsqueda;Promo Verano;2483.61;Formulario;Descarga App;1209.71;596.21;2024-10-08;YouTube;88;26666;139;207777;9261;0.0224;0.0644
Segmento Interesados;45-54;Colombia;Ordenador;Masculino;Social;Nuevos Clientes;2815.26;Formulario;Compra Online;1297.22;630.24;2024-11-26;Google;174;40098;67;450420;19741;0.0157;0.0319
Clientes Frecuentes;25-34;España;Tablet;Otro;Display;Black Friday;2474.75;Formulario;Compra Online;970.43;448.9;2024-06-22;Facebook;93;36967;53;225238;10809;0.0121;0.0415
Clientes Frecuentes;18-24;Argentina;Ordenador;Masculino;Búsqueda;Nuevos Clientes;3371.96;Formulario;Suscripción Newsletter;1253.86;763.67;2024-11-09;Facebook;121;45111;114;313240;13841;0.0169;0.0552
Clientes Frecuentes;18-24;España;Tablet;Otro;Búsqueda;Black Friday;1959.3;Compra;Suscripción Newsletter;1181.8;790.56;2024-12-15;YouTube;146;50122;162;245347;17198;0.0158;0.046
Campaña de Remarketing;45-54;México;Móvil;Otro;Video;Promo Verano;3217.05;Descarga;Descarga App;1490.62;462.08;2024-05-22;Facebook;116;42796;91;228494;20345;0.0108;0.0227
Clientes Frecuentes;45-54;Colombia;Tablet;Otro;Social;Black Friday;2189.07;Compra;Suscripción Newsletter;1199.67;825.25;2024-06-11;Facebook;194;39157;109;372651;16413;0.0211;0.0503
Campaña de Remarketing;45-54;Colombia;Tablet;Masculino;Social;Nuevos Clientes;2671.44;Registro;Compra Online;1194.77;496.13;2024-01-14;Facebook;178;40008;121;383604;8540;0.0124;0.0581
Leads Potenciales;35-44;México;Móvil;Otro;Búsqueda;Nuevos Clientes;2609.29;Compra;Descarga App;1501.11;761.99;2024-04-10;Google;149;29685;141;171942;10605;0.0257;0.0719
Leads Potenciales;35-44;México;Tablet;Femenino;Video;Nuevos Clientes;2988.55;Compra;Formulario Contacto;1098.92;472.87;2024-08-05;Instagram;151;36056;124;343371;10309;0.0131;0.0459
Segmento Interesados;18-24;Argentina;Ordenador;Femenino;Video;Promo Verano;2026.64;Registro;Suscripción Newsletter;1334.09;811.65;2024-02-01;Instagram;181;44896;149;289837;15271;0.0181;0.0531
Segmento Interesados;45-54;Argentina;Tablet;Masculino;Video;Nuevos Clientes;1874.75;Formulario;Formulario Contacto;1299.41;623.18;2024-03-15;YouTube;168;25962;96;416708;18048;0.024;0.0345
Clientes Frecuentes;18-24;España;Tablet;Femenino;Búsqueda;Promo Verano;2335.18;Registro;Formulario Contacto;1423.59;612.08;2024-02-18;Google;131;45509;124;354962;19059;0.0134;0.0321
Leads Potenciales;25-34;España;Ordenador;Femenino;Video;Black Friday;3039.09;Descarga;Compra Online;1210.7;644.96;2024-05-07;YouTube;156;43379;56;213449;20248;0.0149;0.0319
Clientes Frecuentes;25-34;Argentina;Ordenador;Masculino;Display;Black Friday;3267.32;Descarga;Formulario Contacto;1027.75;830.85;2024-09-27;YouTube;148;35766;134;266619;12079;0.0232;0.0688
Segmento Interesados;25-34;México;Ordenador;Masculino;Búsqueda;Reactivación;1980.62;Descarga;Compra Online;1329.57;527.75;2024-05-27;YouTube;115;41260;165;361050;18384;0.0128;0.0287
Segmento Interesados;18-24;Argentina;Ordenador;Otro;Display;Black Friday;2170.22;Formulario;Descarga App;1696.11;437.74;2024-05-18;Instagram;137;45890;125;173456;17119;0.0095;0.0256
Leads Potenciales;35-44;México;Ordenador;Masculino;Video;Promo Verano;3241.22;Descarga;Formulario Contacto;1277.57;584.84;2024-06-13;Instagram;140;43526;52;213452;14228;0.0134;0.0411
Clientes Frecuentes;18-24;México;Tablet;Masculino;Display;Black Friday;1909.99;Descarga;Compra Online;1605;442.51;2024-01-06;Google;124;43635;80;464055;18499;0.0101;0.0239
Clientes Frecuentes;45-54;México;Ordenador;Otro;Display;Black Friday;1951.84;Registro;Formulario Contacto;1003.23;494.99;2024-12-25;YouTube;128;36151;98;485675;17601;0.0137;0.0281
Segmento Interesados;18-24;México;Ordenador;Masculino;Social;Reactivación;3145.11;Descarga;Suscripción Newsletter;1508.72;627.3;2024-06-25;Instagram;153;41211;106;474103;16297;0.0152;0.0385
Segmento Interesados;25-34;Colombia;Ordenador;Femenino;Social;Nuevos Clientes;1937;Formulario;Compra Online;1124.94;550.18;2024-05-03;Instagram;129;42157;127;349298;17607;0.0131;0.0312
Campaña de Remarketing;18-24;Colombia;Ordenador;Masculino;Video;Reactivación;3367.44;Compra;Formulario Contacto;1136.89;455.64;2024-11-10;YouTube;194;41113;136;266058;13082;0.0111;0.0348
Campaña de Remarketing;35-44;Argentina;Ordenador;Masculino;Búsqueda;Black Friday;2060.38;Formulario;Descarga App;1512.59;644.24;2024-01-16;Google;201;31299;53;334479;10941;0.0206;0.0589
Leads Potenciales;35-44;México;Tablet;Masculino;Video;Nuevos Clientes;3246.66;Descarga;Descarga App;1298.4;435.24;2024-03-06;YouTube;172;26831;160;330415;9779;0.0162;0.0445
Segmento Interesados;25-34;México;Tablet;Femenino;Social;Black Friday;2096.06;Compra;Suscripción Newsletter;1651.31;616.35;2024-08-19;Google;110;38448;69;282348;13396;0.016;0.046
Campaña de Remarketing;35-44;España;Móvil;Masculino;Búsqueda;Black Friday;2344.79;Descarga;Formulario Contacto;1020.49;683.86;2024-06-13;Facebook;94;30238;164;381473;17108;0.0226;0.04
Campaña de Remarketing;45-54;Argentina;Ordenador;Femenino;Video;Black Friday;2782.41;Registro;Suscripción Newsletter;1350.35;803.25;2024-09-23;YouTube;119;45793;106;418861;13857;0.0175;0.058
Segmento Interesados;18-24;España;Ordenador;Otro;Video;Black Friday;2404.59;Descarga;Suscripción Newsletter;1334.71;661.09;2024-04-06;YouTube;149;34894;130;487945;16223;0.0189;0.0408
Clientes Frecuentes;45-54;Colombia;Ordenador;Femenino;Display;Black Friday;3129.07;Formulario;Formulario Contacto;1150.05;430.27;2024-09-20;Instagram;133;38171;128;348771;13571;0.0113;0.0317
Leads Potenciales;35-44;México;Ordenador;Femenino;Social;Black Friday;2968.35;Formulario;Formulario Contacto;1432.52;504.08;2024-07-22;Google;201;32755;104;244625;13806;0.0154;0.0365
Segmento Interesados;35-44;Colombia;Móvil;Masculino;Video;Reactivación;2519.61;Registro;Formulario Contacto;1266.61;544.2;2024-05-28;YouTube;97;32228;56;275659;11148;0.0169;0.0488
Campaña de Remarketing;18-24;Argentina;Ordenador;Otro;Búsqueda;Promo Verano;2588.33;Registro;Formulario Contacto;930.26;675.11;2024-12-16;Facebook;201;50214;166;490059;16693;0.0134;0.0404
Clientes Frecuentes;45-54;Argentina;Móvil;Otro;Display;Reactivación;3053.74;Descarga;Formulario Contacto;1300.32;489.53;2024-03-09;YouTube;202;39942;145;356083;11524;0.0123;0.0425
Leads Potenciales;45-54;España;Ordenador;Femenino;Display;Promo Verano;2837.75;Descarga;Descarga App;1398.53;435.7;2024-09-18;Facebook;100;40494;71;496533;11890;0.0108;0.0366
Segmento Interesados;35-44;Argentina;Tablet;Otro;Búsqueda;Black Friday;2517.89;Descarga;Descarga App;943.97;750.06;2024-08-20;Instagram;143;39331;109;260866;15889;0.0191;0.0472
Leads Potenciales;35-44;Argentina;Ordenador;Otro;Video;Black Friday;2688.69;Formulario;Formulario Contacto;1304.13;700.58;2024-03-13;Instagram;123;37974;70;460872;18011;0.0184;0.0389
Campaña de Remarketing;18-24;México;Tablet;Otro;Video;Nuevos Clientes;2730.67;Formulario;Suscripción Newsletter;1623.41;602.64;2024-04-24;Google;138;50897;57;189034;15859;0.0118;0.038
Segmento Interesados;45-54;Colombia;Ordenador;Femenino;Social;Black Friday;2811.6;Registro;Suscripción Newsletter;1475.67;712.78;2024-02-20;YouTube;135;33796;145;254224;12644;0.0211;0.0564
Campaña de Remarketing;25-34;México;Tablet;Femenino;Display;Black Friday;2217.51;Formulario;Formulario Contacto;1020.65;582.97;2024-05-16;Google;179;41855;169;454784;8818;0.0139;0.0661
Clientes Frecuentes;18-24;Colombia;Móvil;Otro;Display;Reactivación;2277.43;Formulario;Formulario Contacto;1554.56;556.43;2024-10-26;YouTube;156;27889;167;434861;17855;0.02;0.0312
Clientes Frecuentes;25-34;México;Tablet;Otro;Social;Black Friday;1818.95;Formulario;Compra Online;1065.74;756.25;2024-07-04;Instagram;130;37553;115;509706;16115;0.0201;0.0469
Leads Potenciales;25-34;Colombia;Ordenador;Femenino;Display;Black Friday;3384.47;Compra;Descarga App;1592.72;772.77;2024-12-26;Instagram;181;41937;165;319564;20057;0.0184;0.0385
Segmento Interesados;35-44;España;Ordenador;Otro;Display;Black Friday;2107.6;Compra;Formulario Contacto;1175.78;798.98;2024-08-26;Google;196;30629;64;446881;13194;0.0261;0.0606
Campaña de Remarketing;18-24;México;Ordenador;Otro;Display;Reactivación;2943.14;Descarga;Formulario Contacto;1447.71;740.69;2024-09-13;YouTube;192;34884;96;200412;16652;0.0212;0.0445
Campaña de Remarketing;18-24;Argentina;Ordenador;Femenino;Social;Promo Verano;3171.14;Compra;Compra Online;1093.97;693.74;2024-12-28;Instagram;151;48084;67;172265;19207;0.0144;0.0361
Campaña de Remarketing;25-34;México;Móvil;Femenino;Búsqueda;Nuevos Clientes;2699.47;Registro;Descarga App;1045.59;588.18;2024-11-19;Instagram;157;26437;95;313462;10364;0.0222;0.0568
Clientes Frecuentes;45-54;México;Móvil;Otro;Búsqueda;Promo Verano;3304.94;Registro;Suscripción Newsletter;1022.6;719.58;2024-11-24;Facebook;153;44824;161;224264;16955;0.0161;0.0424
Segmento Interesados;18-24;Argentina;Ordenador;Otro;Video;Reactivación;2550.35;Formulario;Suscripción Newsletter;1009.82;478.4;2024-10-06;Instagram;158;44026;90;502751;16070;0.0109;0.0298
Clientes Frecuentes;35-44;Argentina;Tablet;Femenino;Display;Reactivación;2217.28;Compra;Suscripción Newsletter;1591.8;489.01;2024-01-21;YouTube;142;46427;64;336094;10702;0.0105;0.0457
Segmento Interesados;35-44;España;Móvil;Masculino;Social;Promo Verano;3304.09;Descarga;Compra Online;1698.38;432.81;2024-09-04;Google;188;43893;130;463679;12937;0.0099;0.0335
Segmento Interesados;25-34;México;Móvil;Otro;Video;Black Friday;2686.63;Registro;Compra Online;1225.72;435.31;2024-08-20;Google;199;48603;95;320868;12192;0.009;0.0357
Clientes Frecuentes;45-54;España;Ordenador;Otro;Video;Promo Verano;3029.06;Descarga;Suscripción Newsletter;1245.7;500.16;2024-05-15;Google;125;31693;55;310778;17798;0.0158;0.0281
Campaña de Remarketing;25-34;Argentina;Móvil;Femenino;Video;Black Friday;1986.06;Compra;Descarga App;1026.51;605.47;2024-11-01;Google;92;48979;77;379346;11133;0.0124;0.0544
Campaña de Remarketing;18-24;Colombia;Ordenador;Masculino;Video;Reactivación;3157.24;Descarga;Formulario Contacto;1678.89;735.82;2024-08-21;Instagram;109;45354;87;348454;18442;0.0162;0.0399
Campaña de Remarketing;18-24;Argentina;Tablet;Otro;Social;Promo Verano;2560.41;Formulario;Formulario Contacto;1247.12;683.82;2024-11-03;Facebook;184;31215;90;225287;9638;0.0219;0.071
Segmento Interesados;18-24;Colombia;Móvil;Otro;Display;Black Friday;3282.94;Formulario;Descarga App;1545.95;842.14;2024-02-05;Instagram;189;37162;127;206680;10128;0.0227;0.0831
Campaña de Remarketing;35-44;Colombia;Tablet;Masculino;Social;Promo Verano;2298.87;Formulario;Suscripción Newsletter;1626.66;702.46;2024-05-20;Google;89;49508;168;473955;17966;0.0142;0.0391
Leads Potenciales;45-54;México;Tablet;Masculino;Social;Promo Verano;2048.83;Descarga;Compra Online;1350.34;530.86;2024-03-28;Instagram;114;38959;163;493902;15545;0.0136;0.0341
Campaña de Remarketing;35-44;Argentina;Móvil;Masculino;Búsqueda;Nuevos Clientes;2789.62;Registro;Descarga App;962.66;540.45;2024-11-27;Google;195;37226;55;338230;9762;0.0145;0.0554
Campaña de Remarketing;35-44;México;Ordenador;Masculino;Búsqueda;Black Friday;2207.03;Formulario;Suscripción Newsletter;967.57;762.82;2024-12-10;Facebook;194;38627;67;423442;19470;0.0197;0.0392
Campaña de Remarketing;45-54;Colombia;Ordenador;Otro;Búsqueda;Nuevos Clientes;3226.98;Registro;Compra Online;1194.18;778.31;2024-12-09;Instagram;199;47238;86;200463;9992;0.0165;0.0779
Leads Potenciales;18-24;México;Ordenador;Otro;Social;Nuevos Clientes;2587.85;Registro;Descarga App;1229.01;666.89;2024-01-10;YouTube;195;31837;86;277934;14226;0.0209;0.0469
Segmento Interesados;35-44;Argentina;Tablet;Otro;Display;Promo Verano;2652.83;Formulario;Compra Online;1382.15;849.22;2024-08-02;YouTube;168;29293;153;364161;13512;0.029;0.0628
Leads Potenciales;45-54;Colombia;Ordenador;Femenino;Búsqueda;Nuevos Clientes;2589.1;Formulario;Suscripción Newsletter;1145.7;451.02;2024-09-17;YouTube;116;43338;99;358869;12713;0.0104;0.0355
Segmento Interesados;45-54;México;Móvil;Femenino;Búsqueda;Black Friday;1802.86;Registro;Descarga App;1595.61;480.87;2024-09-22;YouTube;92;46274;160;257974;17443;0.0104;0.0276
Campaña de Remarketing;25-34;Colombia;Tablet;Femenino;Búsqueda;Promo Verano;1869.19;Compra;Formulario Contacto;1471.69;726.77;2024-02-24;Google;202;27535;70;320633;12965;0.0264;0.0561
Clientes Frecuentes;18-24;México;Tablet;Masculino;Búsqueda;Black Friday;2418.79;Compra;Descarga App;1099.09;601.82;2024-11-15;Instagram;192;43228;160;231620;19392;0.0139;0.031
Clientes Frecuentes;45-54;México;Ordenador;Femenino;Búsqueda;Reactivación;2119.47;Registro;Compra Online;1311.04;595.94;2024-11-08;Facebook;90;33473;157;476990;10818;0.0178;0.0551
Segmento Interesados;25-34;México;Tablet;Otro;Display;Nuevos Clientes;2843.87;Formulario;Suscripción Newsletter;1079.28;623.32;2024-10-14;Google;112;31510;54;218803;13884;0.0198;0.0449
Campaña de Remarketing;18-24;España;Móvil;Otro;Display;Reactivación;2501.86;Compra;Formulario Contacto;1424.61;694.51;2024-12-10;Google;198;47703;70;434657;17389;0.0146;0.0399
Segmento Interesados;35-44;Argentina;Tablet;Otro;Social;Nuevos Clientes;1823.43;Descarga;Suscripción Newsletter;1254.71;687.34;2024-01-25;Facebook;153;35016;80;258488;19673;0.0196;0.0349
Leads Potenciales;18-24;España;Tablet;Otro;Social;Promo Verano;2279.33;Registro;Formulario Contacto;1444.28;559.35;2024-09-23;Facebook;88;33749;80;191293;19131;0.0166;0.0292
Campaña de Remarketing;35-44;Argentina;Ordenador;Femenino;Display;Nuevos Clientes;1976.11;Formulario;Suscripción Newsletter;1326.02;611.1;2024-02-28;YouTube;182;49469;166;464307;10742;0.0124;0.0569
Clientes Frecuentes;45-54;Colombia;Ordenador;Femenino;Social;Nuevos Clientes;2672.5;Registro;Formulario Contacto;1270.25;530.99;2024-07-23;Instagram;121;37760;79;274715;18457;0.0141;0.0288
Leads Potenciales;45-54;México;Móvil;Femenino;Video;Promo Verano;3129.36;Registro;Suscripción Newsletter;1684.3;832.12;2024-08-19;Facebook;163;25562;97;312133;9425;0.0326;0.0883
Clientes Frecuentes;35-44;Argentina;Tablet;Femenino;Display;Promo Verano;2674.32;Registro;Suscripción Newsletter;1274.76;791.08;2024-02-06;Google;128;28742;150;227113;10303;0.0275;0.0768
Clientes Frecuentes;25-34;Argentina;Móvil;Otro;Display;Black Friday;3056.49;Compra;Compra Online;995.32;727.98;2024-09-20;Google;126;42976;60;396763;11070;0.0169;0.0658
Clientes Frecuentes;45-54;España;Móvil;Otro;Display;Reactivación;2812.75;Formulario;Suscripción Newsletter;1623.82;447.01;2024-03-25;Facebook;183;42048;141;187576;10407;0.0106;0.043
Campaña de Remarketing;25-34;Argentina;Tablet;Femenino;Búsqueda;Black Friday;3001.1;Descarga;Formulario Contacto;1052.36;617.84;2024-07-09;Instagram;198;39433;133;400254;14700;0.0157;0.042
Segmento Interesados;45-54;España;Ordenador;Femenino;Búsqueda;Promo Verano;3284.54;Registro;Compra Online;1075.84;703.04;2024-08-04;Instagram;107;41934;83;330587;18206;0.0168;0.0386
Leads Potenciales;18-24;Argentina;Ordenador;Masculino;Búsqueda;Nuevos Clientes;1705.88;Descarga;Suscripción Newsletter;1620.75;453.95;2024-07-16;Instagram;171;28650;135;176058;19253;0.0158;0.0236
Campaña de Remarketing;45-54;Argentina;Móvil;Otro;Video;Nuevos Clientes;2696.14;Descarga;Descarga App;949.27;629.85;2024-01-15;Google;130;33399;69;443065;13919;0.0189;0.0453
Campaña de Remarketing;25-34;México;Ordenador;Otro;Video;Black Friday;2237.98;Registro;Formulario Contacto;985.85;625.82;2024-09-01;Google;196;46033;124;376277;16556;0.0136;0.0378
Campaña de Remarketing;25-34;México;Móvil;Femenino;Búsqueda;Promo Verano;1838.07;Compra;Descarga App;1114.47;567.03;2024-05-21;Google;202;44666;77;489227;10865;0.0127;0.0522
Segmento Interesados;35-44;España;Ordenador;Otro;Video;Black Friday;2985.33;Formulario;Suscripción Newsletter;1502.67;598.23;2024-08-28;Facebook;120;29200;117;223207;19044;0.0205;0.0314
Segmento Interesados;18-24;Colombia;Móvil;Masculino;Búsqueda;Promo Verano;2668.3;Compra;Descarga App;1677.68;808.99;2024-12-02;Instagram;124;47891;118;201038;10834;0.0169;0.0747
Segmento Interesados;25-34;Argentina;Ordenador;Otro;Display;Nuevos Clientes;2488.4;Compra;Compra Online;960.84;842.47;2024-04-25;YouTube;156;40718;114;241821;20334;0.0207;0.0414
Segmento Interesados;35-44;México;Móvil;Masculino;Búsqueda;Black Friday;1990.3;Formulario;Formulario Contacto;1635.42;612.59;2024-06-09;YouTube;168;47898;115;495324;9630;0.0128;0.0636
Clientes Frecuentes;45-54;España;Ordenador;Otro;Video;Reactivación;2761.16;Registro;Descarga App;1053.52;743.54;2024-12-10;YouTube;117;28253;125;496676;9360;0.0263;0.0794
Leads Potenciales;35-44;España;Móvil;Femenino;Búsqueda;Reactivación;1901.96;Descarga;Compra Online;1672.73;693.83;2024-05-26;Facebook;142;34004;82;410625;13016;0.0204;0.0533
Campaña de Remarketing;18-24;Colombia;Móvil;Femenino;Display;Black Friday;2945.37;Formulario;Formulario Contacto;1059.53;584.51;2024-11-07;Google;183;34269;101;241057;9279;0.0171;0.063
Campaña de Remarketing;25-34;Colombia;Tablet;Femenino;Social;Reactivación;3165.98;Compra;Descarga App;1070.34;601.06;2024-09-02;Facebook;109;31849;145;285082;11754;0.0189;0.0511
Campaña de Remarketing;18-24;México;Ordenador;Masculino;Social;Black Friday;2745.58;Formulario;Descarga App;1508.39;775.06;2024-04-23;Facebook;200;28699;103;237907;12164;0.027;0.0637
Campaña de Remarketing;18-24;México;Móvil;Masculino;Video;Black Friday;3039.64;Formulario;Formulario Contacto;959.54;739.12;2024-03-12;Instagram;155;40154;62;382195;13253;0.0184;0.0558
Segmento Interesados;18-24;Colombia;Ordenador;Masculino;Social;Black Friday;1791.36;Formulario;Formulario Contacto;1601.2;664.53;2024-02-16;YouTube;138;42714;111;473112;15266;0.0156;0.0435
Clientes Frecuentes;18-24;Argentina;Ordenador;Masculino;Video;Nuevos Clientes;2637.88;Descarga;Compra Online;1582.21;637.09;2024-03-24;YouTube;114;50011;89;195856;15675;0.0127;0.0406
Clientes Frecuentes;35-44;México;Ordenador;Femenino;Display;Black Friday;2514.8;Registro;Compra Online;1104.18;626.76;2024-10-10;Facebook;149;44663;58;499214;12920;0.014;0.0485
Segmento Interesados;45-54;Argentina;Móvil;Femenino;Video;Promo Verano;2254.67;Descarga;Compra Online;1445.92;698.15;2024-10-10;Facebook;168;40221;65;282188;16967;0.0174;0.0411
Leads Potenciales;45-54;México;Móvil;Femenino;Video;Reactivación;2474.74;Descarga;Suscripción Newsletter;929.29;715.94;2024-08-06;Facebook;102;46527;138;450693;15392;0.0154;0.0465
Segmento Interesados;35-44;España;Móvil;Otro;Display;Nuevos Clientes;2092.69;Registro;Suscripción Newsletter;1576.66;843.81;2024-08-14;Google;107;50064;54;308138;12013;0.0169;0.0702
Segmento Interesados;25-34;Colombia;Tablet;Femenino;Social;Black Friday;3328.81;Compra;Formulario Contacto;937.94;456.82;2024-03-01;Facebook;198;41174;127;277316;8508;0.0111;0.0537
Campaña de Remarketing;18-24;España;Tablet;Masculino;Social;Reactivación;3297.06;Formulario;Formulario Contacto;1207.6;552.28;2024-01-01;Google;110;41852;136;401054;19510;0.0132;0.0283
Segmento Interesados;18-24;Colombia;Ordenador;Femenino;Video;Nuevos Clientes;2017.63;Descarga;Compra Online;910.32;818.35;2024-02-21;Instagram;144;35540;51;414229;17748;0.023;0.0461
Segmento Interesados;45-54;España;Ordenador;Masculino;Video;Black Friday;2246.74;Compra;Descarga App;1696.12;685.2;2024-09-26;Instagram;179;37552;100;494333;19187;0.0182;0.0357
Segmento Interesados;45-54;México;Ordenador;Otro;Display;Black Friday;2025.12;Formulario;Formulario Contacto;1308.64;805.13;2024-04-22;Google;87;38640;67;435073;14532;0.0208;0.0554
Clientes Frecuentes;25-34;España;Móvil;Femenino;Social;Black Friday;2736.34;Formulario;Compra Online;1432.73;585.14;2024-06-14;YouTube;165;50710;123;215356;10470;0.0115;0.0559
Clientes Frecuentes;18-24;Argentina;Tablet;Otro;Display;Nuevos Clientes;3096.72;Registro;Formulario Contacto;1613.41;778.7;2024-06-17;Google;193;35184;93;399370;14144;0.0221;0.0551
Clientes Frecuentes;45-54;México;Móvil;Otro;Social;Reactivación;2880.54;Formulario;Suscripción Newsletter;881.46;763.05;2024-11-03;Facebook;130;25528;80;478039;17667;0.0299;0.0432
Clientes Frecuentes;18-24;España;Ordenador;Masculino;Búsqueda;Black Friday;2119.71;Compra;Suscripción Newsletter;1476.43;552.19;2024-09-11;Google;197;48591;93;470455;12080;0.0114;0.0457
Leads Potenciales;18-24;España;Ordenador;Femenino;Búsqueda;Nuevos Clientes;2466.68;Registro;Descarga App;1295.85;721.75;2024-12-26;Instagram;183;32249;51;215516;14393;0.0224;0.0501
Leads Potenciales;45-54;Argentina;Ordenador;Masculino;Social;Promo Verano;2086.2;Compra;Descarga App;1600.7;473.86;2024-11-26;Google;177;45403;59;186986;8964;0.0104;0.0529
Campaña de Remarketing;35-44;España;Tablet;Masculino;Video;Reactivación;1834.57;Formulario;Compra Online;1254.64;445.76;2024-02-24;YouTube;175;30217;150;253067;18040;0.0148;0.0247
Segmento Interesados;25-34;España;Ordenador;Femenino;Video;Promo Verano;2433.38;Compra;Compra Online;1196.62;766.95;2024-06-21;Instagram;114;33213;155;501425;20079;0.0231;0.0382
Campaña de Remarketing;25-34;Colombia;Móvil;Masculino;Display;Reactivación;2002.2;Registro;Suscripción Newsletter;1153.28;585.25;2024-07-21;Facebook;107;27876;153;171339;15635;0.021;0.0374
Campaña de Remarketing;18-24;Argentina;Ordenador;Otro;Display;Black Friday;3144.66;Compra;Descarga App;1536.28;778.95;2024-11-21;YouTube;121;32704;54;299504;14214;0.0238;0.0548
Campaña de Remarketing;35-44;España;Móvil;Femenino;Búsqueda;Promo Verano;2883.51;Compra;Compra Online;1578.78;813.41;2024-07-24;Instagram;149;46296;119;223531;16293;0.0176;0.0499
